Month,Item,Value
201202,Cooked ham per kg,15.955
201202,Best back rashers per kg,10.775
201202,Pork sausages per kg,5.461
201202,Fresh fillet of whiting per kg,10.48
201202,Fresh fillet of cod per kg,13.921
201202,Fresh salmon per kg,13.125
201202,Fresh fillet of plaice per kg,16.059
201202,Fresh hake per kg,
201202,Smoked salmon per kg,24.472
201202,Full fat milk per 2 litre,1.775
201202,Low fat milk per 1 litre,1.05
201202,Irish cheddar per kg,11.368
201202,Large eggs per half dozen,1.814
201202,Medium eggs per half dozen,1.568
201202,Butter per lb,2.771
201202,Grapes per kg,6.338
201202,Bananas per kg,1.359
201202,Tomatoes per kg,2.874
201202,Onions per kg,1.206
201202,Broccoli per kg,3.012
201202,Carrots per kg,1.193
201202,Mushrooms per kg,4.289
201202,Tomatoes tinned per 400g,0.845
201202,Potatoes 2.5 kg,3.11
201202,Potatoes 7.5 kg,
201202,Potatoes 10 kg,5.272
201202,White granulated sugar per 1 kg,1.337
201202,Jam per lb,1.908
201202,Marmalade per lb,1.869
201202,Tea bags per 80,2.854
201202,Orange juice per litre,1.401
201202,Whiskey - take home (70cl bottle),21.728
201202,Brandy - take home (70cl bottle),25.539
201202,Vodka - take home (70cl bottle),16.562
201202,Cream liqueur - take home (70cl bottle),14.262
201202,Wine - take home (75cl bottle),8.725
201202,Cider - take home (50cl can),2.114
201202,Sherry - take home (75cl bottle),10.851
201202,Lager - take home (50cl can),1.8
201202,Stout - take home (50cl can),2.061
201202,Filtered cigarettes per 20 pk,9.024
201202,Stout - draught bar (1 pint),3.985
201202,Lager - draught bar (1 pint),4.322
201202,Lager - bar (33cl bottle),4.363
201202,Cider - draught bar (1 pint),4.481
201202,Ale - draught bar (1 pint),4.035
201202,Cider - bar (33cl bottle),4.484
201202,Flavoured alcoholic drink - bar (275ml bottle),5.166
201202,Whiskey - bar (single) per ½ glass,3.728
201202,Brandy - bar (single) per ½ glass,4.298
201202,Vodka - bar (single) per ½ glass,3.785
201202,Wine - bar (187ml bottle),4.878
201202,Diesel per litre,1.554
201202,Petrol - unleaded per litre,1.578
201202,Cinema fee,8.885
201202,Nightclubs fee,9.778
201202,Gent's dry cut fee,11.717
201202,"Gent's wash, cut, and blow dry fee",17.855
201202,"Ladies' wash, cut and blow dry fee",36.513
201203,"White, self raising flour per 2 kg",2.14
201203,"Brown, wholemeal flour per 2 kg",2.485
201203,"Bread, white sliced pan, large (800g)",1.281
201203,"Bread, brown sliced pan, large (800g)",1.529
201203,Spaghetti per 500g,1.196
201203,Sirloin steak per kg,14.936
201203,Striploin steak per kg,21.495
201203,Roast beef - topside or rib per kg,11.615
201203,Sliced / diced beef pieces per kg,9.897
201203,Pork loin chops per kg,8.448
201203,Pork steak per kg,9.038
201203,Lamb - whole leg / half leg per kg,11.859
201203,Lamb loin chops per kg,18.146
201203,Lamb gigot chops per kg,13.0
201203,Uncooked chicken medium size 1.6kg,5.702
201203,Lamb's liver per kg,5.671
201203,Ham fillet per kg,6.101
201203,Cooked ham per kg,15.698
201203,Best back rashers per kg,10.613
201203,Pork sausages per kg,5.383
201203,Fresh fillet of whiting per kg,10.848
201203,Fresh fillet of cod per kg,15.395
201203,Fresh salmon per kg,15.01
201203,Fresh fillet of plaice per kg,18.102
201203,Fresh hake per kg,
201203,Smoked salmon per kg,25.922
201203,Full fat milk per 2 litre,1.774
201203,Low fat milk per 1 litre,1.052
201203,Irish cheddar per kg,11.026
201203,Large eggs per half dozen,1.776
201203,Medium eggs per half dozen,1.485
201203,Butter per lb,2.769
201203,Grapes per kg,6.145
201203,Bananas per kg,1.371
201203,Tomatoes per kg,2.881
201203,Onions per kg,1.147
201203,Broccoli per kg,3.049
201203,Carrots per kg,1.176
201203,Mushrooms per kg,4.284
201203,Tomatoes tinned per 400g,0.839
201203,Potatoes 2.5 kg,3.013
201203,Potatoes 7.5 kg,
201203,Potatoes 10 kg,4.862
201203,White granulated sugar per 1 kg,1.341
201203,Jam per lb,1.953
201203,Marmalade per lb,1.838
201203,Tea bags per 80,2.949
201203,Orange juice per litre,1.518
201203,Whiskey - take home (70cl bottle),21.189
201203,Brandy - take home (70cl bottle),24.189
201203,Vodka - take home (70cl bottle),17.27
201203,Cream liqueur - take home (70cl bottle),13.34
201203,Wine - take home (75cl bottle),9.104
201203,Cider - take home (50cl can),2.1
201203,Sherry - take home (75cl bottle),10.742
201203,Lager - take home (50cl can),1.779
201203,Stout - take home (50cl can),2.065
201203,Filtered cigarettes per 20 pk,9.027
201203,Stout - draught bar (1 pint),3.984
201203,Lager - draught bar (1 pint),4.323
201203,Lager - bar (33cl bottle),4.371
201203,Cider - draught bar (1 pint),4.486
201203,Ale - draught bar (1 pint),4.028
201203,Cider - bar (33cl bottle),4.492
201203,Flavoured alcoholic drink - bar (275ml bottle),5.155
201203,Whiskey - bar (single) per ½ glass,3.728
201203,Brandy - bar (single) per ½ glass,4.302
201203,Vodka - bar (single) per ½ glass,3.786
201203,Wine - bar (187ml bottle),4.903
201203,Diesel per litre,1.582
201203,Petrol - unleaded per litre,1.629
201203,Cinema fee,8.963
201203,Nightclubs fee,9.892
201203,Gent's dry cut fee,11.945
201203,"Gent's wash, cut, and blow dry fee",17.792
201203,"Ladies' wash, cut and blow dry fee",36.009
201204,"White, self raising flour per 2 kg",2.132
201204,"Brown, wholemeal flour per 2 kg",2.504
201204,"Bread, white sliced pan, large (800g)",1.291
201204,"Bread, brown sliced pan, large (800g)",1.529
201204,Spaghetti per 500g,1.17
201204,Sirloin steak per kg,15.338
201204,Striploin steak per kg,22.242
201204,Roast beef - topside or rib per kg,11.865
201204,Sliced / diced beef pieces per kg,10.004
201204,Pork loin chops per kg,8.526
201204,Pork steak per kg,9.382
201204,Lamb - whole leg / half leg per kg,12.558
201204,Lamb loin chops per kg,19.526
201204,Lamb gigot chops per kg,13.218
201204,Uncooked chicken medium size 1.6kg,5.772
201204,Lamb's liver per kg,5.669
201204,Ham fillet per kg,6.063
201204,Cooked ham per kg,16.248
201204,Best back rashers per kg,10.968
201204,Pork sausages per kg,5.577
201204,Fresh fillet of whiting per kg,10.844
201204,Fresh fillet of cod per kg,14.951
201204,Fresh salmon per kg,14.575
201204,Fresh fillet of plaice per kg,18.436
201204,Fresh hake per kg,
201204,Smoked salmon per kg,25.997
201204,Full fat milk per 2 litre,1.771
201204,Low fat milk per 1 litre,1.053
201204,Irish cheddar per kg,11.146
201204,Large eggs per half dozen,1.853
201204,Medium eggs per half dozen,1.648
201204,Butter per lb,2.768
201204,Grapes per kg,5.934
201204,Bananas per kg,1.362
201204,Tomatoes per kg,2.914
201204,Onions per kg,1.172
201204,Broccoli per kg,3.079
201204,Carrots per kg,1.128
201204,Mushrooms per kg,4.428
201204,Tomatoes tinned per 400g,0.846
201204,Potatoes 2.5 kg,2.953
201204,Potatoes 7.5 kg,
201204,Potatoes 10 kg,5.088
201204,White granulated sugar per 1 kg,1.343
201204,Jam per lb,1.95
201204,Marmalade per lb,1.843
201204,Tea bags per 80,2.908
201204,Orange juice per litre,1.458
201204,Whiskey - take home (70cl bottle),21.315
201204,Brandy - take home (70cl bottle),24.713
201204,Vodka - take home (70cl bottle),16.976
201204,Cream liqueur - take home (70cl bottle),14.236
201204,Wine - take home (75cl bottle),8.764
201204,Cider - take home (50cl can),2.11
201204,Sherry - take home (75cl bottle),11.316
201204,Lager - take home (50cl can),1.781
201204,Stout - take home (50cl can),2.062
201204,Filtered cigarettes per 20 pk,9.026
201204,Stout - draught bar (1 pint),3.982
201204,Lager - draught bar (1 pint),4.325
201204,Lager - bar (33cl bottle),4.368
201204,Cider - draught bar (1 pint),4.479
201204,Ale - draught bar (1 pint),4.026
201204,Cider - bar (33cl bottle),4.493
201204,Flavoured alcoholic drink - bar (275ml bottle),5.153
201204,Whiskey - bar (single) per ½ glass,3.732
201204,Brandy - bar (single) per ½ glass,4.3
201204,Vodka - bar (single) per ½ glass,3.785
201204,Wine - bar (187ml bottle),4.88
201204,Diesel per litre,1.6
201204,Petrol - unleaded per litre,1.686
201204,Cinema fee,8.979
201204,Nightclubs fee,9.767
201204,Gent's dry cut fee,11.945
201204,"Gent's wash, cut, and blow dry fee",17.702
201204,"Ladies' wash, cut and blow dry fee",36.121
201205,"White, self raising flour per 2 kg",2.132
201205,"Brown, wholemeal flour per 2 kg",2.485
201205,"Bread, white sliced pan, large (800g)",1.306
201205,"Bread, brown sliced pan, large (800g)",1.511
201205,Spaghetti per 500g,1.175
201205,Sirloin steak per kg,15.257
201205,Striploin steak per kg,22.212
201205,Roast beef - topside or rib per kg,11.671
201205,Sliced / diced beef pieces per kg,10.102
201205,Pork loin chops per kg,8.581
201205,Pork steak per kg,9.342
201205,Lamb - whole leg / half leg per kg,12.114
201205,Lamb loin chops per kg,19.723
201205,Lamb gigot chops per kg,13.161
201205,Uncooked chicken medium size 1.6kg,5.62
201205,Lamb's liver per kg,5.711
201205,Ham fillet per kg,5.884
201205,Cooked ham per kg,16.61
201205,Best back rashers per kg,10.772
201205,Pork sausages per kg,5.453
201205,Fresh fillet of whiting per kg,10.927
201205,Fresh fillet of cod per kg,16.406
201205,Fresh salmon per kg,14.355
201205,Fresh fillet of plaice per kg,17.686
201205,Fresh hake per kg,
201205,Smoked salmon per kg,26.737
201205,Full fat milk per 2 litre,1.773
201205,Low fat milk per 1 litre,1.052
201205,Irish cheddar per kg,11.369
201205,Large eggs per half dozen,1.885
201205,Medium eggs per half dozen,1.664
201205,Butter per lb,2.778
201205,Grapes per kg,5.793
201205,Bananas per kg,1.375
201205,Tomatoes per kg,2.878
201205,Onions per kg,1.205
201205,Broccoli per kg,2.854
201205,Carrots per kg,1.16
201205,Mushrooms per kg,4.445
201205,Tomatoes tinned per 400g,0.857
201205,Potatoes 2.5 kg,3.044
201205,Potatoes 7.5 kg,
201205,Potatoes 10 kg,4.938
201205,White granulated sugar per 1 kg,1.342
201205,Jam per lb,1.953
201205,Marmalade per lb,1.869
201205,Tea bags per 80,2.881
201205,Orange juice per litre,1.462
201205,Whiskey - take home (70cl bottle),21.914
201205,Brandy - take home (70cl bottle),25.726
201205,Vodka - take home (70cl bottle),17.698
201205,Cream liqueur - take home (70cl bottle),14.443
201205,Wine - take home (75cl bottle),9.135
201205,Cider - take home (50cl can),2.107
201205,Sherry - take home (75cl bottle),10.781
201205,Lager - take home (50cl can),1.763
201205,Stout - take home (50cl can),2.053
201205,Filtered cigarettes per 20 pk,9.026
201205,Stout - draught bar (1 pint),3.985
201205,Lager - draught bar (1 pint),4.328
201205,Lager - bar (33cl bottle),4.381
201205,Cider - draught bar (1 pint),4.483
201205,Ale - draught bar (1 pint),4.028
201205,Cider - bar (33cl bottle),4.501
201205,Flavoured alcoholic drink - bar (275ml bottle),5.162
201205,Whiskey - bar (single) per ½ glass,3.737
201205,Brandy - bar (single) per ½ glass,4.308
201205,Vodka - bar (single) per ½ glass,3.79
201205,Wine - bar (187ml bottle),4.899
201205,Diesel per litre,1.579
201205,Petrol - unleaded per litre,1.665
201205,Cinema fee,8.959
201205,Nightclubs fee,9.511
201205,Gent's dry cut fee,11.889
201205,"Gent's wash, cut, and blow dry fee",17.495
201205,"Ladies' wash, cut and blow dry fee",36.015
201206,"White, self raising flour per 2 kg",2.132
201206,"Brown, wholemeal flour per 2 kg",2.475
201206,"Bread, white sliced pan, large (800g)",1.299
201206,"Bread, brown sliced pan, large (800g)",1.507
201206,Spaghetti per 500g,1.141
201206,Sirloin steak per kg,15.611
201206,Striploin steak per kg,21.763
201206,Roast beef - topside or rib per kg,11.616
201206,Sliced / diced beef pieces per kg,9.985
201206,Pork loin chops per kg,7.824
201206,Pork steak per kg,9.723
201206,Lamb - whole leg / half leg per kg,11.639
201206,Lamb loin chops per kg,19.507
201206,Lamb gigot chops per kg,13.228
201206,Uncooked chicken medium size 1.6kg,5.744
201206,Lamb's liver per kg,5.695
201206,Ham fillet per kg,6.018
201206,Cooked ham per kg,16.181
201206,Best back rashers per kg,10.74
201206,Pork sausages per kg,5.497
201206,Fresh fillet of whiting per kg,10.876
201206,Fresh fillet of cod per kg,16.915
201206,Fresh salmon per kg,14.914
201206,Fresh fillet of plaice per kg,17.358
201206,Fresh hake per kg,
201206,Smoked salmon per kg,26.426
201206,Full fat milk per 2 litre,1.772
201206,Low fat milk per 1 litre,1.049
201206,Irish cheddar per kg,11.569
201206,Large eggs per half dozen,1.886
201206,Medium eggs per half dozen,1.678
201206,Butter per lb,2.785
201206,Grapes per kg,6.054
201206,Bananas per kg,1.364
201206,Tomatoes per kg,2.881
201206,Onions per kg,1.224
201206,Broccoli per kg,2.788
201206,Carrots per kg,1.154
201206,Mushrooms per kg,4.499
201206,Tomatoes tinned per 400g,0.856
201206,Potatoes 2.5 kg,3.195
201206,Potatoes 7.5 kg,
201206,Potatoes 10 kg,5.47
201206,White granulated sugar per 1 kg,1.335
201206,Jam per lb,1.958
201206,Marmalade per lb,1.94
201206,Tea bags per 80,2.931
201206,Orange juice per litre,1.462
201206,Whiskey - take home (70cl bottle),21.579
201206,Brandy - take home (70cl bottle),25.41
201206,Vodka - take home (70cl bottle),17.522
201206,Cream liqueur - take home (70cl bottle),14.823
201206,Wine - take home (75cl bottle),9.133
201206,Cider - take home (50cl can),2.101
201206,Sherry - take home (75cl bottle),10.76
201206,Lager - take home (50cl can),1.795
201206,Stout - take home (50cl can),2.06
201206,Filtered cigarettes per 20 pk,9.035
201206,Stout - draught bar (1 pint),3.985
201206,Lager - draught bar (1 pint),4.331
201206,Lager - bar (33cl bottle),4.381
201206,Cider - draught bar (1 pint),4.48
201206,Ale - draught bar (1 pint),4.028
201206,Cider - bar (33cl bottle),4.502
201206,Flavoured alcoholic drink - bar (275ml bottle),5.161
201206,Whiskey - bar (single) per ½ glass,3.739
201206,Brandy - bar (single) per ½ glass,4.315
201206,Vodka - bar (single) per ½ glass,3.797
201206,Wine - bar (187ml bottle),4.901
201206,Diesel per litre,1.534
201206,Petrol - unleaded per litre,1.621
201206,Cinema fee,8.984
201206,Nightclubs fee,9.473
201206,Gent's dry cut fee,12.011
201206,"Gent's wash, cut, and blow dry fee",17.69
201206,"Ladies' wash, cut and blow dry fee",36.092
201207,"White, self raising flour per 2 kg",2.129
201207,"Brown, wholemeal flour per 2 kg",2.486
201207,"Bread, white sliced pan, large (800g)",1.279
201207,"Bread, brown sliced pan, large (800g)",1.521
201207,Spaghetti per 500g,1.141
201207,Sirloin steak per kg,15.764
201207,Striploin steak per kg,21.998
201207,Roast beef - topside or rib per kg,12.154
201207,Sliced / diced beef pieces per kg,10.229
201207,Pork loin chops per kg,8.226
201207,Pork steak per kg,9.108
201207,Lamb - whole leg / half leg per kg,10.912
201207,Lamb loin chops per kg,19.623
201207,Lamb gigot chops per kg,13.32
201207,Uncooked chicken medium size 1.6kg,5.747
201207,Lamb's liver per kg,5.687
201207,Ham fillet per kg,6.055
201207,Cooked ham per kg,16.309
201207,Best back rashers per kg,10.663
201207,Pork sausages per kg,5.529
201207,Fresh fillet of whiting per kg,10.594
201207,Fresh fillet of cod per kg,16.657
201207,Fresh salmon per kg,14.831
201207,Fresh fillet of plaice per kg,17.545
201207,Fresh hake per kg,
201207,Smoked salmon per kg,27.03
201207,Full fat milk per 2 litre,1.774
201207,Low fat milk per 1 litre,1.055
201207,Irish cheddar per kg,11.243
201207,Large eggs per half dozen,1.889
201207,Medium eggs per half dozen,1.677
201207,Butter per lb,2.768
201207,Grapes per kg,5.93
201207,Bananas per kg,1.355
201207,Tomatoes per kg,2.835
201207,Onions per kg,1.234
201207,Broccoli per kg,3.391
201207,Carrots per kg,1.175
201207,Mushrooms per kg,4.541
201207,Tomatoes tinned per 400g,0.856
201207,Potatoes 2.5 kg,3.152
201207,Potatoes 7.5 kg,
201207,Potatoes 10 kg,5.908
201207,White granulated sugar per 1 kg,1.336
201207,Jam per lb,1.878
201207,Marmalade per lb,1.901
201207,Tea bags per 80,2.924
201207,Orange juice per litre,1.436
201207,Whiskey - take home (70cl bottle),22.452
201207,Brandy - take home (70cl bottle),25.729
201207,Vodka - take home (70cl bottle),16.685
201207,Cream liqueur - take home (70cl bottle),14.662
201207,Wine - take home (75cl bottle),9.008
201207,Cider - take home (50cl can),2.107
201207,Sherry - take home (75cl bottle),11.182
201207,Lager - take home (50cl can),1.768
201207,Stout - take home (50cl can),2.075
201207,Filtered cigarettes per 20 pk,9.053
201207,Stout - draught bar (1 pint),3.987
201207,Lager - draught bar (1 pint),4.332
201207,Lager - bar (33cl bottle),4.381
201207,Cider - draught bar (1 pint),4.483
201207,Ale - draught bar (1 pint),4.035
201207,Cider - bar (33cl bottle),4.508
201207,Flavoured alcoholic drink - bar (275ml bottle),5.17
201207,Whiskey - bar (single) per ½ glass,3.746
201207,Brandy - bar (single) per ½ glass,4.314
201207,Vodka - bar (single) per ½ glass,3.804
201207,Wine - bar (187ml bottle),4.891
201207,Diesel per litre,1.504
201207,Petrol - unleaded per litre,1.599
201207,Cinema fee,8.951
201207,Nightclubs fee,9.368
201207,Gent's dry cut fee,12.105
201207,"Gent's wash, cut, and blow dry fee",17.771
201207,"Ladies' wash, cut and blow dry fee",36.193
201208,"White, self raising flour per 2 kg",2.131
201208,"Brown, wholemeal flour per 2 kg",2.511
201208,"Bread, white sliced pan, large (800g)",1.269
201208,"Bread, brown sliced pan, large (800g)",1.518
201208,Spaghetti per 500g,1.172
201208,Sirloin steak per kg,15.515
201208,Striploin steak per kg,22.062
201208,Roast beef - topside or rib per kg,12.024
201208,Sliced / diced beef pieces per kg,10.237
201208,Pork loin chops per kg,8.272
201208,Pork steak per kg,9.512
201208,Lamb - whole leg / half leg per kg,12.125
201208,Lamb loin chops per kg,19.121
201208,Lamb gigot chops per kg,12.871
201208,Uncooked chicken medium size 1.6kg,5.833
201208,Lamb's liver per kg,5.692
201208,Ham fillet per kg,6.079
201208,Cooked ham per kg,16.574
201208,Best back rashers per kg,10.762
201208,Pork sausages per kg,5.476
201208,Fresh fillet of whiting per kg,10.532
201208,Fresh fillet of cod per kg,16.934
201208,Fresh salmon per kg,15.071
201208,Fresh fillet of plaice per kg,17.953
201208,Fresh hake per kg,
201208,Smoked salmon per kg,27.948
201208,Full fat milk per 2 litre,1.774
201208,Low fat milk per 1 litre,1.05
201208,Irish cheddar per kg,10.959
201208,Large eggs per half dozen,1.897
201208,Medium eggs per half dozen,1.657
201208,Butter per lb,2.735
201208,Grapes per kg,5.483
201208,Bananas per kg,1.369
201208,Tomatoes per kg,2.78
201208,Onions per kg,1.208
201208,Broccoli per kg,3.334
201208,Carrots per kg,1.176
201208,Mushrooms per kg,4.591
201208,Tomatoes tinned per 400g,0.859
201208,Potatoes 2.5 kg,3.592
201208,Potatoes 7.5 kg,
201208,Potatoes 10 kg,7.862
201208,White granulated sugar per 1 kg,1.34
201208,Jam per lb,1.909
201208,Marmalade per lb,1.892
201208,Tea bags per 80,2.951
201208,Orange juice per litre,1.498
201208,Whiskey - take home (70cl bottle),21.34
201208,Brandy - take home (70cl bottle),25.772
201208,Vodka - take home (70cl bottle),17.795
201208,Cream liqueur - take home (70cl bottle),15.407
201208,Wine - take home (75cl bottle),9.068
201208,Cider - take home (50cl can),2.06
201208,Sherry - take home (75cl bottle),11.178
201208,Lager - take home (50cl can),1.773
201208,Stout - take home (50cl can),2.077
201208,Filtered cigarettes per 20 pk,9.09
201208,Stout - draught bar (1 pint),3.986
201208,Lager - draught bar (1 pint),4.353
201208,Lager - bar (33cl bottle),4.385
201208,Cider - draught bar (1 pint),4.481
201208,Ale - draught bar (1 pint),4.034
201208,Cider - bar (33cl bottle),4.513
201208,Flavoured alcoholic drink - bar (275ml bottle),5.167
201208,Whiskey - bar (single) per ½ glass,3.75
201208,Brandy - bar (single) per ½ glass,4.316
201208,Vodka - bar (single) per ½ glass,3.806
201208,Wine - bar (187ml bottle),4.89
201208,Diesel per litre,1.565
201208,Petrol - unleaded per litre,1.653
201208,Cinema fee,8.903
201208,Nightclubs fee,9.328
201208,Gent's dry cut fee,12.096
201208,"Gent's wash, cut, and blow dry fee",17.872
201208,"Ladies' wash, cut and blow dry fee",36.176
201209,"White, self raising flour per 2 kg",2.183
201209,"Brown, wholemeal flour per 2 kg",2.648
201209,"Bread, white sliced pan, large (800g)",1.265
201209,"Bread, brown sliced pan, large (800g)",1.513
201209,Spaghetti per 500g,1.171
201209,Sirloin steak per kg,16.105
201209,Striploin steak per kg,22.148
201209,Roast beef - topside or rib per kg,11.635
201209,Sliced / diced beef pieces per kg,10.045
201209,Pork loin chops per kg,8.276
201209,Pork steak per kg,9.402
201209,Lamb - whole leg / half leg per kg,12.216
201209,Lamb loin chops per kg,18.849
201209,Lamb gigot chops per kg,12.944
201209,Uncooked chicken medium size 1.6kg,5.662
201209,Lamb's liver per kg,5.709
201209,Ham fillet per kg,6.001
201209,Cooked ham per kg,16.786
201209,Best back rashers per kg,10.729
201209,Pork sausages per kg,5.689
201209,Fresh fillet of whiting per kg,10.781
201209,Fresh fillet of cod per kg,16.653
201209,Fresh salmon per kg,15.784
201209,Fresh fillet of plaice per kg,16.516
201209,Fresh hake per kg,
201209,Smoked salmon per kg,28.784
201209,Full fat milk per 2 litre,1.768
201209,Low fat milk per 1 litre,1.051
201209,Irish cheddar per kg,11.061
201209,Large eggs per half dozen,1.876
201209,Medium eggs per half dozen,1.639
201209,Butter per lb,2.611
201209,Grapes per kg,5.412
201209,Bananas per kg,1.38
201209,Tomatoes per kg,2.799
201209,Onions per kg,1.222
201209,Broccoli per kg,3.216
201209,Carrots per kg,1.216
201209,Mushrooms per kg,4.424
201209,Tomatoes tinned per 400g,0.853
201209,Potatoes 2.5 kg,3.696
201209,Potatoes 7.5 kg,
201209,Potatoes 10 kg,8.66
201209,White granulated sugar per 1 kg,1.342
201209,Jam per lb,1.93
201209,Marmalade per lb,1.85
201209,Tea bags per 80,2.898
201209,Orange juice per litre,1.512
201209,Whiskey - take home (70cl bottle),21.702
201209,Brandy - take home (70cl bottle),25.483
201209,Vodka - take home (70cl bottle),18.381
201209,Cream liqueur - take home (70cl bottle),14.605
201209,Wine - take home (75cl bottle),8.902
201209,Cider - take home (50cl can),2.094
201209,Sherry - take home (75cl bottle),10.757
201209,Lager - take home (50cl can),1.783
201209,Stout - take home (50cl can),2.045
201209,Filtered cigarettes per 20 pk,9.116
201209,Stout - draught bar (1 pint),3.989
201209,Lager - draught bar (1 pint),4.356
201209,Lager - bar (33cl bottle),4.391
201209,Cider - draught bar (1 pint),4.484
201209,Ale - draught bar (1 pint),4.042
201209,Cider - bar (33cl bottle),4.511
201209,Flavoured alcoholic drink - bar (275ml bottle),5.156
201209,Whiskey - bar (single) per ½ glass,3.752
201209,Brandy - bar (single) per ½ glass,4.318
201209,Vodka - bar (single) per ½ glass,3.806
201209,Wine - bar (187ml bottle),4.891
201209,Diesel per litre,1.612
201209,Petrol - unleaded per litre,1.704
201209,Cinema fee,8.903
201209,Nightclubs fee,9.499
201209,Gent's dry cut fee,11.981
201209,"Gent's wash, cut, and blow dry fee",17.899
201209,"Ladies' wash, cut and blow dry fee",35.92
201210,"White, self raising flour per 2 kg",2.264
201210,"Brown, wholemeal flour per 2 kg",2.796
201210,"Bread, white sliced pan, large (800g)",1.291
201210,"Bread, brown sliced pan, large (800g)",1.508
201210,Spaghetti per 500g,1.161
201210,Sirloin steak per kg,15.917
201210,Striploin steak per kg,22.228
201210,Roast beef - topside or rib per kg,12.218
201210,Sliced / diced beef pieces per kg,10.161
201210,Pork loin chops per kg,8.651
201210,Pork steak per kg,9.364
201210,Lamb - whole leg / half leg per kg,11.573
201210,Lamb loin chops per kg,18.746
201210,Lamb gigot chops per kg,12.879
201210,Uncooked chicken medium size 1.6kg,5.687
201210,Lamb's liver per kg,5.746
201210,Ham fillet per kg,5.995
201210,Cooked ham per kg,16.764
201210,Best back rashers per kg,10.726
201210,Pork sausages per kg,5.817
201210,Fresh fillet of whiting per kg,10.487
201210,Fresh fillet of cod per kg,16.861
201210,Fresh salmon per kg,15.929
201210,Fresh fillet of plaice per kg,16.651
201210,Fresh hake per kg,
